latitude,longitude,_id,deviceId,altitude,speed,course,battery,isCollecting,timestamp,createdAt,updatedAt,__v
51.12835,71.45271,cbf951442cc553d019dfa89f,DRIVER-001,350.8,7.96828,276.33,90,TRUE,2025-10-04T08:28:45.000Z,2025-10-04T08:28:45.000Z,2025-10-04T08:28:45.000Z,0
51.12836,71.45268,119cfbc8e6f079a2b5e5371c,DRIVER-001,344.1,7.66454,218.94,90,TRUE,2025-10-04T08:28:50.000Z,2025-10-04T08:28:50.000Z,2025-10-04T08:28:50.000Z,0
51.12823,71.45252,9a42852e3ea0cd2f5a9154ac,DRIVER-001,342,9.80726,328.55,90,TRUE,2025-10-04T08:28:55.000Z,2025-10-04T08:28:55.000Z,2025-10-04T08:28:55.000Z,0
51.12825,71.4525,314bdcff056c762d87d9f28d,DRIVER-001,345.9,10.45481,234.78,90,TRUE,2025-10-04T08:29:00.000Z,2025-10-04T08:29:00.000Z,2025-10-04T08:29:00.000Z,0
51.12822,71.45244,34ff2f8d1bd70effa759270d,DRIVER-001,369.7,11.4231,232.52,90,TRUE,2025-10-04T08:29:05.000Z,2025-10-04T08:29:05.000Z,2025-10-04T08:29:05.000Z,0
51.12819,71.45237,4bb613e99ab16e65d17a3d8e,DRIVER-001,362.8,44.78868,238.98,90,TRUE,2025-10-04T08:29:10.000Z,2025-10-04T08:29:10.000Z,2025-10-04T08:29:10.000Z,0
51.12817,71.45231,6e08e8a97065abc591284f30,DRIVER-001,360.4,41.47029,231.4,90,TRUE,2025-10-04T08:29:15.000Z,2025-10-04T08:29:15.000Z,2025-10-04T08:29:15.000Z,0
51.12813,71.45224,0a9cce631b8fe0b963ba31f3,DRIVER-001,372.5,10.34584,223.61,89,TRUE,2025-10-04T08:29:20.000Z,2025-10-04T08:29:20.000Z,2025-10-04T08:29:20.000Z,0
51.12806,71.45213,b6a28453de3b7878704e00bc,DRIVER-001,341.6,34.33882,236.68,89,TRUE,2025-10-04T08:29:25.000Z,2025-10-04T08:29:25.000Z,2025-10-04T08:29:25.000Z,0
51.12804,71.45207,e79c6ac33f50d1066e494771,DRIVER-001,375.9,19.07077,229.75,89,TRUE,2025-10-04T08:29:30.000Z,2025-10-04T08:29:30.000Z,2025-10-04T08:29:30.000Z,0
51.128,71.452,11279003fffa0ad8fb2caceb,DRIVER-001,347.1,11.35824,32.11,89,TRUE,2025-10-04T08:29:35.000Z,2025-10-04T08:29:35.000Z,2025-10-04T08:29:35.000Z,0
51.12802,71.45202,51b9560a1572f9b4bcc75e63,DRIVER-001,351.5,33.61541,226.86,89,TRUE,2025-10-04T08:29:40.000Z,2025-10-04T08:29:40.000Z,2025-10-04T08:29:40.000Z,0
51.12797,71.45193,0b33a72760c76c1fe098c285,DRIVER-001,361.2,38.0213,222.87,89,TRUE,2025-10-04T08:29:45.000Z,2025-10-04T08:29:45.000Z,2025-10-04T08:29:45.000Z,0
51.12789,71.45181,8ac56cc3e217c521b1f233a8,DRIVER-001,342.5,37.28532,318.43,89,TRUE,2025-10-04T08:29:50.000Z,2025-10-04T08:29:50.000Z,2025-10-04T08:29:50.000Z,0
51.12791,71.45179,981f5cfb36b6283d469f4140,DRIVER-001,376.6,36.2803,222.41,88,TRUE,2025-10-04T08:29:55.000Z,2025-10-04T08:29:55.000Z,2025-10-04T08:29:55.000Z,0
51.12782,71.45167,e8b06c4451f00f5979e182e5,DRIVER-001,359.3,33.4727,345.49,88,TRUE,2025-10-04T08:30:00.000Z,2025-10-04T08:30:00.000Z,2025-10-04T08:30:00.000Z,0
51.12785,71.45166,d79713b3f49625e18f55fc36,DRIVER-001,343,40.35222,219.74,88,TRUE,2025-10-04T08:30:05.000Z,2025-10-04T08:30:05.000Z,2025-10-04T08:30:05.000Z,0
51.12773,71.4515,d8023d48884aeb3e9f6fb9a5,DRIVER-001,367.4,35.38679,335.41,88,TRUE,2025-10-04T08:30:10.000Z,2025-10-04T08:30:10.000Z,2025-10-04T08:30:10.000Z,0
51.12775,71.45149,c25a63f73b999e833c9ff043,DRIVER-001,342.6,39.28107,221.79,88,TRUE,2025-10-04T08:30:15.000Z,2025-10-04T08:30:15.000Z,2025-10-04T08:30:15.000Z,0
51.12767,71.45136,6f92e2588c3b5ec9a9439860,DRIVER-001,372.4,15.91727,230.49,88,TRUE,2025-10-04T08:30:20.000Z,2025-10-04T08:30:20.000Z,2025-10-04T08:30:20.000Z,0
51.12762,71.45128,0a6ad7379e52e232601bb499,DRIVER-001,367.5,35.82728,349.15,88,TRUE,2025-10-04T08:30:25.000Z,2025-10-04T08:30:25.000Z,2025-10-04T08:30:25.000Z,0
51.12765,71.45127,e15b83b06efa17c89f14ee57,DRIVER-001,340.9,31.33754,237.32,87,TRUE,2025-10-04T08:30:30.000Z,2025-10-04T08:30:30.000Z,2025-10-04T08:30:30.000Z,0
51.12763,71.45121,9e662d6e563d686154c432b6,DRIVER-001,374.8,38.26774,229.34,87,TRUE,2025-10-04T08:30:35.000Z,2025-10-04T08:30:35.000Z,2025-10-04T08:30:35.000Z,0
51.12758,71.45113,45c5cca818b567414badbd6d,DRIVER-001,361.6,34.86618,229.29,87,TRUE,2025-10-04T08:30:40.000Z,2025-10-04T08:30:40.000Z,2025-10-04T08:30:40.000Z,0
51.12754,71.45105,2dacf7ca70570f86127e0166,DRIVER-001,344.2,43.55156,235.41,87,TRUE,2025-10-04T08:30:45.000Z,2025-10-04T08:30:45.000Z,2025-10-04T08:30:45.000Z,0
51.12751,71.45098,cbdc7dfbc0a1a02ee66d5bc0,DRIVER-001,359.3,44.79071,221.38,87,TRUE,2025-10-04T08:30:50.000Z,2025-10-04T08:30:50.000Z,2025-10-04T08:30:50.000Z,0
51.12742,71.45085,d9ab46802ddbdf0295e2021b,DRIVER-001,353.6,15.74994,228.13,87,TRUE,2025-10-04T08:30:55.000Z,2025-10-04T08:30:55.000Z,2025-10-04T08:30:55.000Z,0
51.12737,71.45076,9c6bb6e398548356f6809eee,DRIVER-001,340.1,38.08257,252.03,86,TRUE,2025-10-04T08:31:00.000Z,2025-10-04T08:31:00.000Z,2025-10-04T08:31:00.000Z,0
51.12736,71.45071,cbb4fda213396a2bfb74718b,DRIVER-001,348.2,38.5678,221.92,86,TRUE,2025-10-04T08:31:05.000Z,2025-10-04T08:31:05.000Z,2025-10-04T08:31:05.000Z,0
51.12727,71.45059,e1c2e1a6bad4afa45e5da427,DRIVER-001,352.8,32.12404,334.77,86,TRUE,2025-10-04T08:31:10.000Z,2025-10-04T08:31:10.000Z,2025-10-04T08:31:10.000Z,0
51.12729,71.45057,d85b74bfcd910df71da53556,DRIVER-001,363.2,19.58718,257.96,86,TRUE,2025-10-04T08:31:15.000Z,2025-10-04T08:31:15.000Z,2025-10-04T08:31:15.000Z,0
51.12729,71.45053,2d0985a92f9aa04a459e7e03,DRIVER-001,371.8,14.00231,225.99,86,TRUE,2025-10-04T08:31:20.000Z,2025-10-04T08:31:20.000Z,2025-10-04T08:31:20.000Z,0
51.12723,71.45043,a11e690ff1b0da32649a6db1,DRIVER-001,363.6,40.1313,236.43,86,TRUE,2025-10-04T08:31:25.000Z,2025-10-04T08:31:25.000Z,2025-10-04T08:31:25.000Z,0
51.1272,71.45036,a9a17bea66e69e07de59ccc4,DRIVER-001,369.6,43.51258,228.87,86,TRUE,2025-10-04T08:31:30.000Z,2025-10-04T08:31:30.000Z,2025-10-04T08:31:30.000Z,0
51.12715,71.45028,adf28eeb13e8b85a883f73c7,DRIVER-001,350.9,40.74338,220.71,85,TRUE,2025-10-04T08:31:35.000Z,2025-10-04T08:31:35.000Z,2025-10-04T08:31:35.000Z,0
51.12705,71.45014,dae7180d845ab022a8351fbf,DRIVER-001,343.4,44.78886,359.06,85,TRUE,2025-10-04T08:31:40.000Z,2025-10-04T08:31:40.000Z,2025-10-04T08:31:40.000Z,0
51.12709,71.45014,0f8aa579d41179b45f41b804,DRIVER-001,340.6,44.74768,221.68,85,TRUE,2025-10-04T08:31:45.000Z,2025-10-04T08:31:45.000Z,2025-10-04T08:31:45.000Z,0
51.127,71.45001,2638c80cbef666e83a545b98,DRIVER-001,346.6,36.69377,228.27,85,TRUE,2025-10-04T08:31:50.000Z,2025-10-04T08:31:50.000Z,2025-10-04T08:31:50.000Z,0
51.12695,71.44992,94b521a8d28c451928815461,DRIVER-001,373.2,37.19484,310.72,85,TRUE,2025-10-04T08:31:55.000Z,2025-10-04T08:31:55.000Z,2025-10-04T08:31:55.000Z,0
51.12696,71.4499,e76748927b9b17f8f3bc25fc,DRIVER-001,372.3,37.87498,222.65,85,TRUE,2025-10-04T08:32:00.000Z,2025-10-04T08:32:00.000Z,2025-10-04T08:32:00.000Z,0
51.12688,71.44978,251fab9994ad47324eec2efa,DRIVER-001,372.6,41.24538,225.98,85,TRUE,2025-10-04T08:32:05.000Z,2025-10-04T08:32:05.000Z,2025-10-04T08:32:05.000Z,0
51.12682,71.44968,a5829e5651bf8be5953475c3,DRIVER-001,362.2,35.47139,292.8,84,TRUE,2025-10-04T08:32:10.000Z,2025-10-04T08:32:10.000Z,2025-10-04T08:32:10.000Z,0
51.12683,71.44965,3126a06adab6d37a85ac04b8,DRIVER-001,357.5,36.30494,221.78,84,TRUE,2025-10-04T08:32:15.000Z,2025-10-04T08:32:15.000Z,2025-10-04T08:32:15.000Z,0
51.12674,71.44953,b920ad95611c158af21c6c4a,DRIVER-001,372.2,44.27235,302.6,84,TRUE,2025-10-04T08:32:20.000Z,2025-10-04T08:32:20.000Z,2025-10-04T08:32:20.000Z,0
51.12675,71.4495,5138c49f23d72f3b9bf204c1,DRIVER-001,351.2,42.40874,221.5,84,TRUE,2025-10-04T08:32:25.000Z,2025-10-04T08:32:25.000Z,2025-10-04T08:32:25.000Z,0
51.12666,71.44937,d34e39005da9f7e1d2804612,DRIVER-001,377.9,10.20158,262,84,TRUE,2025-10-04T08:32:30.000Z,2025-10-04T08:32:30.000Z,2025-10-04T08:32:30.000Z,0
51.12666,71.44933,0680860f295865a46c1d31b3,DRIVER-001,362.6,44.76726,234.35,84,TRUE,2025-10-04T08:32:35.000Z,2025-10-04T08:32:35.000Z,2025-10-04T08:32:35.000Z,0
51.12662,71.44926,85dd7e87f7d012f697aee043,DRIVER-001,369.2,36.25941,228.33,84,TRUE,2025-10-04T08:32:40.000Z,2025-10-04T08:32:40.000Z,2025-10-04T08:32:40.000Z,0
51.12658,71.44917,f85921cba982d2bfa7728158,DRIVER-001,356.4,38.53346,238.75,83,TRUE,2025-10-04T08:32:45.000Z,2025-10-04T08:32:45.000Z,2025-10-04T08:32:45.000Z,0
51.12655,71.44911,6444a9a2927cc402496dfa68,DRIVER-001,361,38.31919,284.38,83,TRUE,2025-10-04T08:32:50.000Z,2025-10-04T08:32:50.000Z,2025-10-04T08:32:50.000Z,0
51.12656,71.44908,b930b69f151c064c709edd4e,DRIVER-001,359.3,44.45516,226.02,83,TRUE,2025-10-04T08:32:55.000Z,2025-10-04T08:32:55.000Z,2025-10-04T08:32:55.000Z,0
51.1265,71.44898,abe2111002eb6a35f4b03e3d,DRIVER-001,352.1,42.02263,226.02,83,TRUE,2025-10-04T08:33:00.000Z,2025-10-04T08:33:00.000Z,2025-10-04T08:33:00.000Z,0
51.12644,71.44888,30dd9ce2b9c7cb290c0fd51a,DRIVER-001,361.3,11.62639,224.67,83,TRUE,2025-10-04T08:33:05.000Z,2025-10-04T08:33:05.000Z,2025-10-04T08:33:05.000Z,0
51.12638,71.44878,6cd68616c29c6b9a31c9605c,DRIVER-001,351.4,30.99271,355.36,83,TRUE,2025-10-04T08:33:10.000Z,2025-10-04T08:33:10.000Z,2025-10-04T08:33:10.000Z,0
51.12641,71.44878,8c6203dd2397625967f34935,DRIVER-001,344.1,31.17278,219.17,83,TRUE,2025-10-04T08:33:15.000Z,2025-10-04T08:33:15.000Z,2025-10-04T08:33:15.000Z,0
51.12628,71.44861,f0c984ca9154ab8d22f07c9c,DRIVER-001,361.7,40.42251,298.16,82,TRUE,2025-10-04T08:33:20.000Z,2025-10-04T08:33:20.000Z,2025-10-04T08:33:20.000Z,0
51.12629,71.44858,33fe47227dd69b12412effca,DRIVER-001,356.9,19.52299,225.13,82,TRUE,2025-10-04T08:33:25.000Z,2025-10-04T08:33:25.000Z,2025-10-04T08:33:25.000Z,0
51.12623,71.44848,3d07445dd46f12b8618880c6,DRIVER-001,369.4,10.95412,232.74,82,TRUE,2025-10-04T08:33:30.000Z,2025-10-04T08:33:30.000Z,2025-10-04T08:33:30.000Z,0
51.12619,71.44841,092b89d399a0fe09d6851f66,DRIVER-001,357.6,31.39573,257.65,82,TRUE,2025-10-04T08:33:35.000Z,2025-10-04T08:33:35.000Z,2025-10-04T08:33:35.000Z,0
